Dates,Sony Group Corporation (TSE:6758) - Volume,Sony Group Corporation (TSE:6758) - Share Pricing,Annotation,Annotation,Bankruptcy Updates,Transaction Updates,Announced/Completed Transactions,Potential Red Flags/Distress Indicators,Dividends/Splits,Company Forecasts and Ratings,Listing/Trading Related,Potential Transactions,Corporate Structure Related,Investor Activism,Insider Trades,Results Announcements/Corporate Communications,Annotation
May-19-2023,23.94mm,2718.00,,,,,,,,,,,,,,,
May-22-2023,16.30mm,2722.00,,,,,,,,,,,,,,,
May-23-2023,22.82mm,2663.00,,,,,,,,,,,,,,2663,
May-24-2023,15.12mm,2637.00,,,,,,,,,,,,,,,
May-25-2023,20.05mm,2654.00,,,,,,,,,,,,,,2654,
May-26-2023,16.50mm,2673.00,,,,,,,,,,,,,,,
May-29-2023,15.47mm,2655.00,,,,,,,,,,,,,,,
May-30-2023,9.79mm,2671.00,,,,,,,,,,,,,,,
May-31-2023,21.04mm,2632.00,,,,,,,,,,,,,,,
Jun-01-2023,17.12mm,2682.00,,,,,,,,,,,,,,,
Jun-02-2023,14.40mm,2710.00,,,,,,,,,,,,,,,
Jun-05-2023,18.68mm,2772.00,,,,,,,,,,,,,,,
Jun-06-2023,15.81mm,2775.00,,,,,,,,,,,,,,,
Jun-07-2023,24.32mm,2721.00,,,,,,,,,,,,,,,
Jun-08-2023,19.43mm,2676.00,,,,,,,,,,,,,,,
Jun-09-2023,24.42mm,2733.00,,,,,,,,,,,,,,,
Jun-12-2023,12.15mm,2761.00,,,,,,,,,,,,,,,
Jun-13-2023,18.28mm,2784.00,,,,,,,,,,,,,,,
Jun-14-2023,18.36mm,2807.00,,,,,,,,,,,,,,,
Jun-15-2023,17.44mm,2790.00,,,,,,,,,,,,,,,
Jun-16-2023,27.49mm,2753.00,,,,,,,,,,,,,,,
Jun-19-2023,15.07mm,2734.00,,,,,,,,,,,,,,,
Jun-20-2023,16.94mm,2747.00,,,,,,,,,,,,,,2747,
Jun-21-2023,20.21mm,2694.00,,,,,,,,,,,,,,,
Jun-22-2023,18.04mm,2660.00,,,,,,,,,,,,,,,
Jun-23-2023,19.59mm,2608.00,,,,,,,,,,,2608,,,,
Jun-26-2023,13.08mm,2598.00,,,,,,,,,,,,,,2598,
Jun-27-2023,16.36mm,2566.00,,,,,,,,,,,,,,,
Jun-28-2023,17.77mm,2632.00,,,,,,,,,,,,,,,
Jun-29-2023,14.56mm,2610.00,,,,,,,,,,,,,,,
Jun-30-2023,18.35mm,2593.00,,,,,,,,,,,,,,,
Jul-03-2023,19.04mm,2666.00,,,,,,,,,,,,,,,
Jul-04-2023,13.21mm,2639.00,,,,,,,,,,,,,,,
Jul-05-2023,12.55mm,2662.00,,,,,,,,,,,,,,,
Jul-06-2023,12.93mm,2629.00,,,,,,,,,,,,,,,
Jul-07-2023,16.63mm,2601.00,,,,,,,,,,,,,,,
Jul-10-2023,15.44mm,2566.00,,,,,,,,,,,,,,,
Jul-11-2023,13.93mm,2535.00,,,,,,,,,,,,,,,
Jul-12-2023,20.65mm,2490.00,,,,,,,,,,2490,,,,,
Jul-13-2023,22.89mm,2602.00,,,,,,,,,,,,,,,
Jul-14-2023,19.37mm,2574.00,,,,,,,,,,,,,,,
Jul-18-2023,16.60mm,2640.00,,,,,,,,,,,,,,,
Jul-19-2023,13.92mm,2651.00,,,,,,,,,,,,,,,
Jul-20-2023,9.88mm,2615.00,,,,,,,,,,,,,,,
Jul-21-2023,12.53mm,2623.00,,,,,,,,,,,,,,,
Jul-24-2023,11.79mm,2653.00,,,,,,,,,,,,,,,
Jul-25-2023,11.77mm,2631.00,,,,,,,,,,,,,,,
Jul-26-2023,9.35mm,2632.00,,,,,,,,,,,,,,2632,
Jul-27-2023,10.91mm,2642.00,,,,,,,,,,,,,,,
Jul-28-2023,28.45mm,2608.00,,,,,,,,,,,,,,,
Jul-31-2023,19.89mm,2663.00,,,,,,,,,,,,,,,
Aug-01-2023,12.92mm,2696.00,,,,,,,,,,,,,,,
Aug-02-2023,15.19mm,2647.00,,,,,,,,,,,,,,,
Aug-03-2023,17.31mm,2587.00,,,,,,,,,,,,,,,
Aug-04-2023,10.14mm,2585.00,,,,,,,,,,,,,,,
Aug-07-2023,8.62mm,2583.00,,,,,,,,,,,,,,,
Aug-08-2023,10.30mm,2595.00,,,,,,,,,,,,,,2595,
Aug-09-2023,11.27mm,2597.00,,,,,,,,2597,,,,,,2597,
Aug-10-2023,38.97mm,2513.00,,,,,,,,,,,,,,,
Aug-14-2023,31.44mm,2435.00,,,,,,,,,,,,,,,
Aug-15-2023,16.63mm,2444.00,,,,,,,,,,,,,,,
Aug-16-2023,15.35mm,2402.00,,,,,,,,,,,,,,,
Aug-17-2023,14.80mm,2426.00,,,,,,,,,,,,,,,
Aug-18-2023,12.32mm,2403.00,,,,,,,,,,,,,,,
Aug-21-2023,10.56mm,2400.00,,,,,,,,,,,,,,,
Aug-22-2023,15.59mm,2413.00,,,,,,,,,,,,,,2413,
Aug-23-2023,13.02mm,2410.00,,,,,,,,,,,,,,,
Aug-24-2023,18.71mm,2403.00,,,,,,,,,,,,,,,
Aug-25-2023,13.85mm,2372.00,,,,,,,,,,,,,,,
Aug-28-2023,11.52mm,2400.00,,,,,,,,,,,,,,,
Aug-29-2023,11.12mm,2390.00,,,,,,,,,,,,,,,
Aug-30-2023,16.77mm,2407.00,,,,,,,,,,,,,,,
Aug-31-2023,25.93mm,2429.00,,,,,,,,,,,,,,,
Sep-01-2023,30.89mm,2507.00,,,,,,,,,,,,,,,
Sep-04-2023,19.49mm,2503.00,,,,,,,,,,,,,,,
Sep-05-2023,16.59mm,2496.00,,,,2496,,,,,,,,,,,
Sep-06-2023,14.28mm,2538.00,,,,,,,,,,,,,,,
Sep-07-2023,15.16mm,2526.00,,,,,,,,,,,,,,2526,
Sep-08-2023,18.51mm,2475.00,,,,,,,,,,,,,,,
Sep-11-2023,11.42mm,2493.00,,,,,,,,,,,,,,,
Sep-12-2023,10.24mm,2523.00,,,,,,,,,,,,,,2523,
Sep-13-2023,13.08mm,2489.00,,,,,,,,,,,,,,,
Sep-14-2023,14.27mm,2529.00,,,,,,,,,,,,,,2529,
Sep-15-2023,26.00mm,2586.00,,,,,,,,,,,,,,,
Sep-19-2023,15.95mm,2561.00,,,,,,,,,,,,,,,
Sep-20-2023,15.75mm,2520.00,,,,,,,,,,,,,,,
Sep-21-2023,14.19mm,2464.00,,,,,,,,,,,,,,,
Sep-22-2023,20.45mm,2440.00,,,,,,,,,,,,,,,
Sep-25-2023,11.01mm,2478.00,,,,,,,,,,,,,,,
Sep-26-2023,13.33mm,2454.00,,,,,,,,,,,,,,,
Sep-27-2023,18.21mm,2481.00,,,,,,,,,,,,,,,
Sep-28-2023,16.59mm,2445.00,,,,,,,2445,,,,,,,,
Sep-29-2023,17.84mm,2448.00,,,,,,,,,,,,,,,
Oct-02-2023,15.30mm,2441.00,,,,,,,,,,,,,,,
Oct-03-2023,14.93mm,2452.00,,,,,,,,,,,,,,,
Oct-04-2023,17.38mm,2422.00,,,,2422,2422,,,,,,,,,,
Oct-05-2023,14.75mm,2464.00,,,,,,,,,,,,,,,
Oct-06-2023,11.79mm,2452.00,,,,,,,,,,,,,,,
Oct-10-2023,14.08mm,2521.00,,,,,,,,,,,,,,,
Oct-11-2023,15.07mm,2541.00,,,,,,,,,,,,,,,
Oct-12-2023,21.65mm,2621.00,,,,,,,,,,,,,,,
Oct-13-2023,15.25mm,2570.00,,,,,,,,,,,,,,,
Oct-16-2023,12.05mm,2522.00,,,,,,,,,,,,,,,
Oct-17-2023,13.64mm,2561.00,,,,,,,,,,,,,,,
Oct-18-2023,10.02mm,2554.00,,,,,,,,,,,,,,,
Oct-19-2023,10.55mm,2528.00,,,,,,,,,,,,,,,
Oct-20-2023,11.23mm,2511.00,,,,,,,,,,,,,,,
Oct-23-2023,9.72mm,2488.00,,,,,,,,,,,,,,,
Oct-24-2023,13.56mm,2512.00,,,,,,,,,,,,,,,
Oct-25-2023,8.42mm,2520.00,,,,,,,,,,,,,,,
Oct-26-2023,18.24mm,2449.00,,,,,,,,,,,,,,,
Oct-27-2023,16.20mm,2424.00,,,,,,,,,,,,,,2424,
Oct-30-2023,15.81mm,2444.00,,,,,,,,,,,,,,,
Oct-31-2023,18.26mm,2485.00,,,,,,,,,,,,,,,
Nov-01-2023,17.28mm,2559.00,,,,,,,,,,,,,,,
Nov-02-2023,14.65mm,2570.00,,,,,,,,,,,,,,,
Nov-06-2023,26.43mm,2617.00,,,,,,,,,,,,,,2617,
Nov-07-2023,16.79mm,2631.00,,,,,,,,,,,,,,2631,
Nov-08-2023,18.56mm,2669.00,,,,,,,,,,,,,,,
Nov-09-2023,18.25mm,2648.00,,,,,,,,,,,2648,,,2648,
Nov-10-2023,28.53mm,2594.00,,,,,,,,,,,,,,,
Nov-13-2023,19.39mm,2531.00,,,,,,,,,,,,,,,
Nov-14-2023,11.83mm,2518.00,,,,,,,,,,,,,,,
Nov-15-2023,23.81mm,2644.00,,,,,,,,,,,,,,,
Nov-16-2023,12.50mm,2641.00,,,,,,,,,,,,,,,
Nov-17-2023,16.98mm,2617.00,,,,,,,,,,,,,,,
Nov-20-2023,13.82mm,2586.00,,,,,,,,,,,,,,,
Nov-21-2023,11.47mm,2579.00,,,,,,,,,,,,,,,
Nov-22-2023,9.32mm,2603.00,,,,,,,,,,2603,,,,,
Nov-24-2023,12.86mm,2570.00,,,,,,,,,,,,,,,
Nov-27-2023,11.89mm,2562.00,,,,,,,,,,,,,,,
Nov-28-2023,12.69mm,2565.00,,,,,,,,,,,,,,,
Nov-29-2023,8.81mm,2547.00,,,,,,,,,,,,,,,
Nov-30-2023,19.67mm,2564.00,,,,,,,,,,,,,,,
Dec-01-2023,10.70mm,2544.00,,,,,,,,,,,,,,,
Dec-04-2023,12.58mm,2510.00,,,,,,,,,,,,,,,
Dec-05-2023,13.91mm,2526.00,,,,,,,,,,,,,,,
Dec-06-2023,23.68mm,2626.00,,,,,,,,,,,,,,,
Dec-07-2023,16.79mm,2583.00,,,,,,,,,,,,,,,
Dec-08-2023,19.33mm,2554.00,,,,,,,,,,,,,,,
Dec-11-2023,12.96mm,2603.00,,,,,,,,,,,,,,,
Dec-12-2023,10.75mm,2608.00,,,,,,,,,,,,,,,
Dec-13-2023,13.72mm,2620.00,,,,,,,,,,,,,,,
Dec-14-2023,17.97mm,2592.00,,,,,,,,,,,,,,,
Dec-15-2023,26.37mm,2673.00,,,,,,,,,,,,,,,
Dec-18-2023,16.34mm,2615.00,,,,,,,,,,,,,,,
Dec-19-2023,14.94mm,2626.00,,,,,,,,,,,,,,,
Dec-20-2023,14.64mm,2631.00,,,,,2631,,,,,,,,,,
Dec-21-2023,9.86mm,2615.00,,,,,,,,,,,,,,,
Dec-22-2023,11.10mm,2597.00,,,,,,,,,,,,,,,
Dec-25-2023,7.75mm,2624.00,,,,,,,,,,,,,,,
Dec-26-2023,7.50mm,2630.00,,,,,,,,,,,,,,,
Dec-27-2023,12.05mm,2668.00,,,,,,,,,,,,,,,
Dec-28-2023,6.99mm,2675.00,,,,,,,,,,,,,,,
Dec-29-2023,12.15mm,2682.00,,,,,,,,,,,,,,,
Jan-04-2024,19.74mm,2619.00,,,,,,,,,,,,,,,
Jan-05-2024,10.83mm,2634.00,,,,,,,,,,,,,,,
Jan-09-2024,15.60mm,2668.00,,,,,2668,,,,,2668,,,,,
Jan-10-2024,22.89mm,2770.00,,,,2770,,,,,,2770,,,,,
Jan-11-2024,28.13mm,2868.00,,,,,,,,,,,,,,,
Jan-12-2024,27.15mm,2915.00,,,,,,,,,,,,,,,
Jan-15-2024,18.44mm,2904.00,,,,,,,,,,,,,,,
Jan-16-2024,14.36mm,2876.00,,,,,2876,,,,,,,,,,
Jan-17-2024,23.44mm,2883.00,,,,,,,,,,,,,,,
Jan-18-2024,15.63mm,2848.00,,,,,,,,,,,,,,,
Jan-19-2024,16.83mm,2905.00,,,,,,,,,,2905,,,,,
Jan-22-2024,15.59mm,2960.00,,,,,,,,,,2960,,,,,
Jan-23-2024,18.78mm,2939.00,,,,,,,,,,,,,,,
Jan-24-2024,13.44mm,2907.00,,,,,,,,,,,,,,,
Jan-25-2024,15.92mm,2871.00,,,,,,,,,,,,,,,
Jan-26-2024,19.08mm,2801.00,,,,,,,,,,,,,,,
Jan-29-2024,13.70mm,2871.00,,,,,,,,,,,,,,,
Jan-30-2024,16.21mm,2896.00,,,,,,,,,,,,,,,
Jan-31-2024,19.76mm,2939.00,,,,,,,,,,,,,,,
Feb-01-2024,16.90mm,2878.00,,,,,,,,,,,,,,,
Feb-02-2024,14.23mm,2895.00,,,,,,,,,,,,,,,
Feb-05-2024,11.60mm,2895.00,,,,,,,,,,,,,,,
Feb-06-2024,17.01mm,2851.00,,,,,,,,,,,,,,,
Feb-07-2024,14.53mm,2860.00,,,,,,,,,,,,,,,
Feb-08-2024,16.15mm,2865.00,,,,,,,,,,,,,,,
Feb-09-2024,14.37mm,2847.00,,,,,,,,,,,,,,,
Feb-13-2024,25.05mm,2947.00,,,,,,,,,,,,,,,
Feb-14-2024,21.40mm,2932.00,,,,,,,,,,,2932,,,2932,
Feb-15-2024,69.83mm,2742.00,,,,,,,,,,,,,,,
Feb-16-2024,53.36mm,2695.00,,,,,,,,,,,,,,,
Feb-19-2024,20.75mm,2695.00,,,,,,,,,,,,,,,
Feb-20-2024,22.76mm,2663.00,,,,,,,,,,2663,,,,,
Feb-21-2024,29.65mm,2637.00,,,,,,,,,,,,,,,
Feb-22-2024,26.67mm,2662.00,,,,,,,,,,,,,,,
Feb-26-2024,38.65mm,2607.00,,,,,,,,,,,,,,,
Feb-27-2024,25.52mm,2586.00,,,,,,,,,,,,,,,
Feb-28-2024,23.57mm,2584.00,,,,,,,,,,,,,,,
Feb-29-2024,37.09mm,2589.00,,,,,,,,,,,,,,,
Mar-01-2024,24.37mm,2643.00,,,,,2643,,,,,2643,,,,,
Mar-04-2024,20.99mm,2605.00,,,,,,,,,,,,,,,
Mar-05-2024,17.45mm,2590.00,,,,,,,,,,,,,,,
Mar-06-2024,21.47mm,2591.00,,,,,,,,,,,,,,,
Mar-07-2024,16.64mm,2587.00,,,,,,,,,,,,,,,
Mar-08-2024,22.81mm,2594.00,,,,,,,,,,,,,,,
Mar-11-2024,20.04mm,2549.00,,,,,,,,,,,,,,,
Mar-12-2024,18.76mm,2586.00,,,,,,,,,,,,,,,
Mar-13-2024,15.94mm,2600.00,,,,,,,,,,,,,,,
Mar-14-2024,14.60mm,2611.00,,,,,,,,,,,,,,,
Mar-15-2024,16.08mm,2613.00,,,,,,,,,,,,,,,
Mar-18-2024,18.48mm,2666.00,,,,,,,,,,,,,,,
Mar-19-2024,17.43mm,2692.00,,,,,,,,,,,,,,,
Mar-21-2024,22.37mm,2685.00,,,,,,,,,,,,,,,
Mar-22-2024,16.60mm,2690.00,,,,,,,,,,,,,,,
Mar-25-2024,18.32mm,2610.00,,,,,,,,,,,,,,,
Mar-26-2024,13.64mm,2622.00,,,,,,,,,,,,,,,
Mar-27-2024,18.74mm,2641.00,,,,,,,,,,,,,,,
Mar-28-2024,22.99mm,2586.00,,,,,,,2586,,,,,,,,
Mar-29-2024,14.10mm,2597.00,,,,,,,,,,,,,,,
Apr-01-2024,13.61mm,2613.00,,,,,,,,,,,,,,,
Apr-02-2024,16.62mm,2606.00,,,,,,,,,,,,,,,
Apr-03-2024,17.98mm,2601.00,,,,2601,2601,,,,,,,,,,
Apr-04-2024,16.42mm,2605.00,,,,,,,,,,,,,,,
Apr-05-2024,15.42mm,2556.00,,,,,,,,,,,,,,,
Apr-08-2024,13.05mm,2560.00,,,,,,,,,,,,,,,
Apr-09-2024,10.81mm,2576.00,,,,,,,,,,,,,,,
Apr-10-2024,10.90mm,2592.00,,,,,,,,,,,,,,,
Apr-11-2024,10.34mm,2571.00,,,,,,,,,,,,,,,
Apr-12-2024,16.15mm,2608.00,,,,,,,,,,,,,,,
Apr-15-2024,14.99mm,2572.00,,,,,,,,,,,,,,,
Apr-16-2024,16.05mm,2587.00,,,,,,,,,,,,,,,
Apr-17-2024,15.64mm,2533.00,,,,,,,,,,,,,,,
Apr-18-2024,12.21mm,2552.00,,,,,,,,,,2552,,,,,
Apr-19-2024,22.81mm,2506.00,,,,,,,,,,,,,,,
Apr-22-2024,13.08mm,2506.00,,,,,,,,,,,,,,2506,
Apr-23-2024,14.51mm,2499.00,,,,,,,,,,,,,,,
Apr-24-2024,19.05mm,2568.00,,,,,,,,,,,,,,,
Apr-25-2024,10.24mm,2552.00,,,,,,,,,,,,,,,
Apr-26-2024,16.46mm,2554.00,,,,,,,,,,,,,,2554,
Apr-30-2024,16.92mm,2617.00,,,,,,,,,,,,,,,
May-01-2024,9.81mm,2620.00,,,,,,,,,,,,,,,
May-02-2024,9.24mm,2612.00,,,,,,,,,,,,,,,
May-07-2024,28.97mm,2536.00,,,,,,,,,,,,,,,
May-08-2024,34.84mm,2410.00,,,,,,,,,,,,,,,
May-09-2024,32.70mm,2374.00,,,,,,,,,,2374,,,,,
May-10-2024,36.70mm,2342.00,,,,,,,,,,,,,,,
May-13-2024,20.33mm,2384.00,,,,,,,,,,,,,,,
May-14-2024,21.39mm,2393.00,,,,,2393,,2393,2393,,,2393,,,2393,
May-15-2024,58.62mm,2590.00,,,,,,,,,,,,,,,
May-16-2024,24.77mm,2603.00,,,,,,,,,,,,,,,
May-17-2024,15.09mm,2620.00,,,,,,,,,,,,,,,
May-20-2024,13.01mm,2613.00,,,,,,,,,,,,,,,
May-21-2024,11.36mm,2576.00,,,,,,,,,,,,,,,
May-22-2024,17.67mm,2562.00,,,,,,,,,,,,,,,
May-23-2024,11.21mm,2577.00,,,,,,,,,,,,,,2577,
May-24-2024,14.77mm,2530.00,,,,,,,,,,,,,,,
May-27-2024,11.53mm,2511.00,,,,,,,,,,,,,,,
May-28-2024,8.64mm,2516.00,,,,,,,,,,,,,,,
May-29-2024,13.21mm,2499.00,,,,,,,,,,,,,,2499,
May-30-2024,21.66mm,2530.00,,,,,,,,,,,,,,,
May-31-2024,28.92mm,2579.00,,,,,,,,,,,,,,2579,
Jun-03-2024,16.33mm,2617.00,,,,,,,,,,,,,,,
Jun-04-2024,21.40mm,2668.00,,,,,,,,,,,,,,2668,
Jun-05-2024,16.36mm,2687.00,,,,,,,,,,,,,,,
Jun-06-2024,22.85mm,2715.00,,,,,,,,,,,,,,,
Jun-07-2024,12.81mm,2685.00,,,,,,,,,,,,,,,
Jun-10-2024,10.70mm,2672.00,,,,,,,,,,,,,,,
Jun-11-2024,11.84mm,2668.00,,,,,,,,,,,,,,,
Jun-12-2024,14.67mm,2621.00,,,,,,,,,,,,,,,
Jun-13-2024,19.42mm,2653.00,,,,,,,,,,,,,,,
Jun-14-2024,25.03mm,2607.00,,,,,,,,,,,,,,,
Jun-17-2024,16.46mm,2539.00,,,,,,,,,,,,,,,
Jun-18-2024,15.04mm,2529.00,,,,,,,,,,,,,,,
Jun-19-2024,15.98mm,2554.00,,,,,,,,,,,,,,,
Jun-20-2024,10.24mm,2559.00,,,,,,,,,,,,,,,
Jun-21-2024,35.33mm,2562.00,,,,,,,,,,,,,,,
Jun-24-2024,11.97mm,2585.00,,,,,,,,,,,,,,,
Jun-25-2024,12.88mm,2634.00,,,,,,,,,,,,,,2634,
Jun-26-2024,16.76mm,2662.00,,,,,,,,,,,,,,2662,
Jun-27-2024,19.66mm,2706.00,,,,,,,,,,,,,,,
Jun-28-2024,19.99mm,2728.00,,,,,,,,,,,,,,,
Jul-01-2024,17.07mm,2750.00,,,,,,,,,,2750,,,,,
Jul-02-2024,20.03mm,2792.00,,,,,,,,,,,,,,,
Jul-03-2024,14.55mm,2782.00,,,,2782,,,,,,,,,,,
Jul-04-2024,14.14mm,2783.00,,,,,,,,,,,,,,,
Jul-05-2024,10.04mm,2797.00,,,,,,,,,,,,,,,
Jul-08-2024,16.19mm,2782.00,,,,,,,,,,,,,,,
Jul-09-2024,32.92mm,2921.00,,,,,,,,,,,,,,,
Jul-10-2024,28.32mm,2969.00,,,,,,,,,,,,,,,
Jul-11-2024,33.87mm,3076.00,,,,,,,,,,,,,,,
Jul-12-2024,27.37mm,3027.00,,,,,,,,,,,,,,,
Jul-16-2024,14.64mm,3020.00,,,,,,,,,,,,,,,
Jul-17-2024,13.44mm,3037.00,,,,,,,,,,,,,,,
Jul-18-2024,20.00mm,2936.00,,,,,,,,,,,,,,,
Jul-19-2024,14.13mm,2934.00,,,,,,,,,,,,,,,
Jul-22-2024,11.45mm,2892.00,,,,,,,,,,,,,,,
Jul-23-2024,11.45mm,2870.00,,,,,,,,,,,,,,,
Jul-24-2024,10.59mm,2837.00,,,,,,,,,,,,,,,
Jul-25-2024,24.79mm,2683.00,,,,,,,,,,,,,,,
Jul-26-2024,16.62mm,2644.00,,,,,,,,,,,,,,,
Jul-29-2024,18.46mm,2669.00,,,,,,,,,,,,,,,
Jul-30-2024,16.49mm,2728.00,,,,,,,,,,,,,,,
Jul-31-2024,16.71mm,2706.00,,,,,,,,,,,,,,,
Aug-01-2024,18.80mm,2617.00,,,,,,,,,,,,,,,
Aug-02-2024,30.42mm,2443.00,,,,,,,,,,,,,,,
Aug-05-2024,44.31mm,2257.00,,,,,,,,,,,,,,,
Aug-06-2024,36.16mm,2463.00,,,,,,,,,,,,,,,
Aug-07-2024,31.06mm,2461.00,,,,,,,,2461,,,,,,2461,
Aug-08-2024,31.08mm,2458.00,,,,,,,,,,,,,,,
Aug-09-2024,29.64mm,2465.00,,,,,,,,,,,,,,,
Aug-13-2024,23.79mm,2589.00,,,,,,,,,,,,,,,
Aug-14-2024,18.29mm,2616.00,,,,,,,,,,,,,,,
Aug-15-2024,15.93mm,2576.00,,,,,,,,,,,,,,,
Aug-16-2024,15.12mm,2677.00,,,,,,,,,,,,,,,
Aug-19-2024,12.05mm,2646.00,,,,,,,,,,,,,,,
Aug-20-2024,13.15mm,2654.00,,,,,,,,,,,,,,,
Aug-21-2024,11.22mm,2677.00,,,,,,,,,,,,,,,
Aug-22-2024,14.95mm,2674.00,,,,,,,,,,,,,,,
Aug-23-2024,10.10mm,2682.00,,,,,,,,,,,,,,,
Aug-26-2024,9.74mm,2680.00,,,,,,,,,,,,,,,
Aug-27-2024,14.90mm,2756.00,,,,,,,,,,,,,,,
Aug-28-2024,16.43mm,2819.00,,,,,2819,,,,,,,,,,
Aug-29-2024,15.28mm,2800.00,,,,,,,,,,,,,,,
Aug-30-2024,15.23mm,2840.00,,,,,,,,,,,,,,,
Sep-02-2024,12.36mm,2817.00,,,,,,,,,,,,,,,
Sep-03-2024,10.03mm,2835.00,,,,,,,,,,,,,,,
Sep-04-2024,20.22mm,2750.00,,,,,2750,,,,,,,,,2750,
Sep-05-2024,12.04mm,2708.00,,,,,,,,,,,,,,2708,
Sep-06-2024,16.87mm,2639.00,,,,,,,,,,,,,,,
Sep-09-2024,14.58mm,2600.00,,,,,,,,,,,,,,,
Sep-10-2024,14.38mm,2639.00,,,,,,,,,,,,,,,
Sep-11-2024,14.13mm,2632.00,,,,,,,,,,,,,,,
Sep-12-2024,17.18mm,2652.00,,,,,,,,,,,,,,,
Sep-13-2024,18.67mm,2621.00,,,,,,,,,,,,,,,
Sep-17-2024,24.94mm,2561.00,,,,,,,,,,,,,,,
Sep-18-2024,14.19mm,2562.00,,,,,,,,,,,,,,2562,
Sep-19-2024,16.57mm,2635.00,,,,,,,,,,,,,,,
Sep-20-2024,19.13mm,2673.00,,,,,,,,,,,,,,,
Sep-24-2024,17.30mm,2751.00,,,,,,,,,,,,,,,
Sep-25-2024,11.50mm,2755.00,,,,,,,,,,,,,,,
Sep-26-2024,19.92mm,2848.00,,,,,,,,,,,,,,,
Sep-27-2024,13.96mm,2861.00,,,,,,,2861,,,,,,,,
Sep-30-2024,20.90mm,2777.50,,,,,,,,,,,,,,,
Oct-01-2024,15.26mm,2834.00,,,,,,,,,,,,,,,
Oct-02-2024,23.49mm,2750.50,,,,,,,,,,,,,,,
Oct-03-2024,14.17mm,2780.00,,,,2780,,,,,,,,,,,
Oct-04-2024,10.64mm,2767.00,,,,,,,,,,,,,,,
Oct-07-2024,17.95mm,2880.50,,,,,,,,,,,,,,,
Oct-08-2024,13.59mm,2810.50,,,,,,,,,,,,,,2810.5,
Oct-09-2024,8.43mm,2820.00,,,,,,,,,,,,,,,
Oct-10-2024,9.57mm,2826.00,,,,,,,,,,,,,,,
Oct-11-2024,12.53mm,2815.00,,,,,,,,,,,,,,,
Oct-15-2024,12.66mm,2814.00,,,,,,,,,,,,,,,
Oct-16-2024,9.02mm,2772.50,,,,,2772.5,,,,,,,,,,
Oct-17-2024,8.71mm,2765.50,,,,,,,,,,,,,,,
Oct-18-2024,12.38mm,2711.50,,,,,,,,,,,,,,,
Oct-21-2024,8.65mm,2710.00,,,,,,,,,,,,,,,
Oct-22-2024,9.68mm,2691.00,,,,,,,,,,,,,,,
Oct-23-2024,9.27mm,2673.50,,,,,,,,,,,,,,,
Oct-24-2024,9.50mm,2684.50,,,,,,,,,,,,,,,
Oct-25-2024,7.42mm,2645.00,,,,,,,,,,,,,,,
Oct-28-2024,10.85mm,2698.00,,,,,,,,,,,,,,2698,
Oct-29-2024,10.30mm,2714.50,,,,,,,,,,,,,,,
Oct-30-2024,23.16mm,2750.00,,,,,,,,,,,,,,,
Oct-31-2024,13.00mm,2723.50,,,,,,,,,,,,,,,
Nov-01-2024,10.96mm,2674.50,,,,,,,,,,,,,,,
Nov-05-2024,10.54mm,2728.50,,,,,,,,,,,,,,,
Nov-06-2024,12.76mm,2774.50,,,,,,,,,,,,,,,
Nov-07-2024,12.59mm,2772.00,,,,,,,,,,,,,,,
Nov-08-2024,10.13mm,2805.50,,,,,,,2805.5,2805.5,,,,,,2805.5,
Nov-11-2024,27.72mm,2975.00,,,,,,,,,,,,,,,
Nov-12-2024,15.90mm,2921.00,,,,,,,,,,2921,,,,,
Nov-13-2024,15.05mm,2890.50,,,,,,,,,,,,,,,
Nov-14-2024,12.28mm,2878.00,,,,,,,,,,,,,,,
Nov-15-2024,11.52mm,2889.50,,,,,,,,,,,,,,,
Nov-18-2024,9.90mm,2917.50,,,,,,,,,,,,,,,
Nov-19-2024,11.28mm,2936.00,,,,,,,,,,2936,,,,,
Nov-20-2024,17.95mm,3018.00,,,,,,,,,,,,,,,
Nov-21-2024,11.22mm,2951.50,,,,,,,,,,,,,,,
Nov-22-2024,10.21mm,2948.00,,,,,,,,,,,,,,,
Nov-25-2024,15.09mm,2977.50,,,,,2977.5,,,,,2977.5,,,,,
Nov-26-2024,9.27mm,2983.00,,,,2983,,,,,,,,,,,
Nov-27-2024,10.53mm,3018.00,,,,,,,,,,,,,,,
Nov-28-2024,8.91mm,3058.00,,,,,,,,,,,,,,,
Nov-29-2024,9.92mm,3007.00,,,,,,,,,,,,,,,
Dec-02-2024,9.66mm,3014.00,,,,,,,,,,,,,,,
Dec-03-2024,17.46mm,3070.00,,,,,,,,,,,,,,,
Dec-04-2024,20.02mm,3170.00,,,,,,,,,,,,,,,
Dec-05-2024,13.59mm,3167.00,,,,,,,,,,,,,,,
Dec-06-2024,8.67mm,3144.00,,,,,,,,,,,,,,,
Dec-09-2024,14.34mm,3206.00,,,,,,,,,,,,,,,
Dec-10-2024,21.94mm,3338.00,,,,,,,,,,,,,,,
Dec-11-2024,20.06mm,3362.00,,,,,,,,,,,,,,,
Dec-12-2024,19.29mm,3462.00,,,,,,,,,,3462,,,,,
Dec-13-2024,27.46mm,3358.00,,,,,,,,,,,,,,,
Dec-16-2024,10.78mm,3324.00,,,,,,,,,,,,,,,
Dec-17-2024,11.46mm,3380.00,,,,,,,,,,,,,,,
