Dates,"Nintendo Co., Ltd. (TSE:7974) - Share Pricing",Annotation,Bankruptcy Updates,Announced/Completed Transactions,Company Forecasts and Ratings,Corporate Structure Related,Potential Red Flags/Distress Indicators,Potential Transactions,Listing/Trading Related,Investor Activism,Dividends/Splits,Transaction Updates,Insider Trades,Results Announcements/Corporate Communications,Annotation,"Nintendo Co., Ltd. (TSE:7974) - Volume"
Apr-20-2016,1722.00,,,,,,,,,,,,,,,8.55mm
Apr-21-2016,1746.00,,,,,,,,,,,,,,,5.13mm
Apr-22-2016,1714.00,,,,,,,,,,,,,,,7.49mm
Apr-25-2016,1689.00,,,,,,,,,,,,,,,6.56mm
Apr-26-2016,1666.50,,,,,,,,,,,,,,,5.75mm
Apr-27-2016,1652.00,,,,,,,,,,,,,1652,,5.18mm
Apr-28-2016,1515.50,,,,,,,,,,,,,1515.5,,21.91mm
May-02-2016,1493.50,,,,,,,,,,,,,,,11.58mm
May-06-2016,1499.00,,,,,,,,,,,,,,,8.16mm
May-09-2016,1522.00,,,,,,,,,,,,,,,6.13mm
May-10-2016,1517.00,,,,,,,,,,,,,,,6.26mm
May-11-2016,1520.00,,,,,,,,,,,,,,,4.13mm
May-12-2016,1556.50,,,,,,,,,,,,,,,5.89mm
May-13-2016,1535.00,,,,,,,,,,,,,,,4.61mm
May-16-2016,1560.50,,,,,,,,,,,,,,,4.57mm
May-17-2016,1600.50,,,,,,,,,,,,,,,5.10mm
May-18-2016,1613.00,,,,,,,,,,,,,,,6.04mm
May-19-2016,1634.00,,,,,,,,,,,,,,,4.42mm
May-20-2016,1636.50,,,,,,,,,,,,,,,3.23mm
May-23-2016,1617.00,,,,,,,,,,,,,,,3.95mm
May-24-2016,1578.50,,,,,,,,,,,,,,,4.68mm
May-25-2016,1595.00,,,,,,,,,,,,,,,3.36mm
May-26-2016,1587.00,,,,,,,,,,,,,,,2.76mm
May-27-2016,1586.00,,,,,,,,,,,,,,,5.11mm
May-30-2016,1600.00,,,,,,,,,,,,,,,3.85mm
May-31-2016,1645.00,,,,,,,,,,,,,,,9.89mm
Jun-01-2016,1605.50,,,,,,,,,,,,,,,5.35mm
Jun-02-2016,1569.50,,,,,,,,,,,,,,,6.74mm
Jun-03-2016,1582.00,,,,,,,,,,,,,,,3.23mm
Jun-06-2016,1584.50,,,,,,,,,,,,,,,4.33mm
Jun-07-2016,1624.50,,,,,,,,,,,,,,,4.29mm
Jun-08-2016,1631.00,,,,,,,,,,,,,,,4.85mm
Jun-09-2016,1628.50,,,,,,,,,,,,,,,3.98mm
Jun-10-2016,1606.50,,,,,,,,,,,,,,,4.80mm
Jun-13-2016,1535.50,,,,,,,,,,,,,,,4.88mm
Jun-14-2016,1522.50,,,,,,,,,,,,,,,5.36mm
Jun-15-2016,1505.50,,,,,,,,,,,,,,,4.49mm
Jun-16-2016,1465.00,,,,,,,,,,,,,,,6.15mm
Jun-17-2016,1468.50,,,,,,,,,,,,,,,5.99mm
Jun-20-2016,1497.00,,,,,,,,,,,,,,,5.06mm
Jun-21-2016,1509.00,,,,,,,,,,,,,,,4.02mm
Jun-22-2016,1487.50,,,,,,,,,,,,,,,4.97mm
Jun-23-2016,1492.50,,,,,,,,,,,,,,,4.22mm
Jun-24-2016,1380.00,,,,,,,,,,,,,,,9.20mm
Jun-27-2016,1386.50,,,,,,,,,,,,,,,10.30mm
Jun-28-2016,1383.50,,,,,,,,,,,,,,,8.26mm
Jun-29-2016,1447.50,,,,,,,,,,,,,1447.5,,6.61mm
Jun-30-2016,1458.50,,,,,,,,,,,,,,,5.76mm
Jul-01-2016,1466.00,,,,,,,,,,,,,,,4.41mm
Jul-04-2016,1481.00,,,,,,,,,,,,,,,3.13mm
Jul-05-2016,1449.00,,,,,,,,,,,,,,,4.21mm
Jul-06-2016,1438.00,,,,,,,,,,,,,,,5.78mm
Jul-07-2016,1493.50,,,,,,,,,,,,,,,7.60mm
Jul-08-2016,1627.00,,,,,,,,,,,,,,,29.25mm
Jul-11-2016,2026.00,,,,,,,,,,,,,,,74.79mm
Jul-12-2016,2284.00,,,,,,,,,,,,,,,141.82mm
Jul-13-2016,2183.00,,,,,,,,,,,,,,,104.47mm
Jul-14-2016,2530.00,,,,,,,,,,,,,,,175.96mm
Jul-15-2016,2778.00,,,,,,,,,,,,,,,177.80mm
Jul-19-2016,3177.00,,,,,,,,,,,,,,,226.64mm
Jul-20-2016,2776.50,,,,,,,,,,,,,,,261.37mm
Jul-21-2016,2800.00,,,,,,,,,,,,,,,183.04mm
Jul-22-2016,2822.00,,,,,,,,,,,,,,,254.13mm
Jul-25-2016,2322.00,,,,,,,,,,,,,,,113.21mm
Jul-26-2016,2359.00,,,,,,,,,,,,,,,166.34mm
Jul-27-2016,2230.50,,,,,,,,,,,,,2230.5,,97.22mm
Jul-28-2016,2108.00,,,,,,,,,,,,,,,142.10mm
Jul-29-2016,2150.50,,,,,,,,,,,,,,,108.90mm
Aug-01-2016,2096.50,,,,,,,,,,,,,,,73.01mm
Aug-02-2016,2100.50,,,,,,,,,,,,,,,46.41mm
Aug-03-2016,2106.50,,,,,,2106.5,,,,,,,,,51.32mm
Aug-04-2016,2122.50,,,,,,,,,,,,,,,30.23mm
Aug-05-2016,2071.50,,,,,,,,,,,,,,,27.97mm
Aug-08-2016,2128.00,,,,,,,,,,,,,,,37.32mm
Aug-09-2016,2285.00,,,,,,,,,,,,,2285,,90.96mm
Aug-10-2016,2278.00,,,,,,,,,,,,,,,61.86mm
Aug-12-2016,2200.00,,,,,,,,,,,,,,,37.15mm
Aug-15-2016,2206.50,,,,,,,,,,,,,,,22.80mm
Aug-16-2016,2172.00,,,,,,,,,,,,,,,20.80mm
Aug-17-2016,2270.00,,,,,,,,,,,,,,,36.90mm
Aug-18-2016,2289.50,,,,,,,,,,,,,,,48.56mm
Aug-19-2016,2220.00,,,,,,,,,,,,,,,35.99mm
Aug-22-2016,2289.00,,,,,,,,,,,,,,,33.34mm
Aug-23-2016,2259.50,,,,,,,,,,,,,,,30.38mm
Aug-24-2016,2238.50,,,,,,,,,,,,,,,24.43mm
Aug-25-2016,2224.00,,,2224,,,,,,,,,,,,15.02mm
Aug-26-2016,2169.00,,,,,,,,,,,,,,,18.17mm
Aug-29-2016,2241.00,,,,,,,,,,,,,,,19.03mm
Aug-30-2016,2219.50,,,,,,,,,,,,,,,12.63mm
Aug-31-2016,2267.50,,,,,,,,,,,,,,,17.15mm
Sep-01-2016,2343.00,,,,,,,,,,,,,,,28.02mm
Sep-02-2016,2382.00,,,,,,,,,,,,,,,56.78mm
Sep-05-2016,2321.50,,,,,,,,,,,,,,,30.57mm
Sep-06-2016,2355.00,,,,,,,,,,,,,,,15.88mm
Sep-07-2016,2469.50,,,,,,,,,,,,,,,52.44mm
Sep-08-2016,2795.50,,,,,,,,,,,,,,,135.40mm
Sep-09-2016,2762.50,,,,,,,,,,,,,,,62.68mm
Sep-12-2016,2669.00,,,,,,,,,,,,,,,47.17mm
Sep-13-2016,2562.50,,,,,,,,,,,,,,,60.18mm
Sep-14-2016,2575.50,,,,,,,,,,,,,,,52.14mm
Sep-15-2016,2692.50,,,,,,,,,,,,,,,58.07mm
Sep-16-2016,2706.50,,,,,,,,,,,,,,,51.75mm
Sep-20-2016,2731.50,,,,,,,,,,,,,,,47.49mm
Sep-21-2016,2699.50,,,,,,,,,,,,,,,44.63mm
Sep-23-2016,2710.50,,,,,,,,,,,,,,,34.97mm
Sep-26-2016,2667.50,,,,,,,,,,,,,,,18.11mm
Sep-27-2016,2703.50,,,,,,,,,,,,,,,30.12mm
Sep-28-2016,2713.00,,,,,,,,,,,,,,,25.25mm
Sep-29-2016,2714.00,,,,,,,,,,,,,,,21.38mm
Sep-30-2016,2660.50,,,,,,,,,,,,,,,21.96mm
Oct-03-2016,2644.50,,,,,,,,,,,,,,,20.23mm
Oct-04-2016,2617.00,,,,,,,,,,,,,,,21.15mm
Oct-05-2016,2678.00,,,,,,,,,,,,,,,24.10mm
Oct-06-2016,2636.50,,,,,,,,,,,,,,,19.07mm
Oct-07-2016,2669.00,,,,,,,,,,,,,,,17.56mm
Oct-11-2016,2628.50,,,,,,,,,,,,,,,15.81mm
Oct-12-2016,2586.50,,,,,,,,,,,,,,,14.88mm
Oct-13-2016,2607.50,,,,,,,,,,,,,,,22.46mm
Oct-14-2016,2617.00,,,,,,,,,,,,,,,16.39mm
Oct-17-2016,2593.50,,,,,,,,,,,,,,,21.95mm
Oct-18-2016,2621.50,,,,,,,,,,,,,,,16.60mm
Oct-19-2016,2608.00,,,,,,,,,,,,,,,10.77mm
Oct-20-2016,2695.00,,,,,,,,,,,,,,,52.01mm
Oct-21-2016,2518.50,,,,,,,,,,,,,,,60.96mm
Oct-24-2016,2397.00,,,,,,,,,,,,,,,43.82mm
Oct-25-2016,2468.50,,,,,,,,,,,,,,,32.11mm
Oct-26-2016,2452.00,,,,2452,,,,,,,,,2452,,23.51mm
Oct-27-2016,2488.50,,,,,,,,,,,,,2488.5,,58.40mm
Oct-28-2016,2559.00,,,,,,2559,,,,,,,,,32.18mm
Oct-31-2016,2544.00,,,,,,,,,,,,,,,21.72mm
Nov-01-2016,2544.50,,,,,,,,,,,,,,,13.51mm
Nov-02-2016,2539.50,,,,,,,,,,,,,,,19.73mm
Nov-04-2016,2440.00,,,,,,,,,,,,,,,21.55mm
Nov-07-2016,2453.50,,,,,,,,,,,,,,,12.32mm
Nov-08-2016,2442.00,,,,,,,,,,,,,,,10.31mm
Nov-09-2016,2291.50,,,,,,,,,,,,,,,42.34mm
Nov-10-2016,2441.00,,,,,,,,,,,,,,,24.27mm
Nov-11-2016,2410.00,,,,,,,,,,,,,,,13.37mm
Nov-14-2016,2484.00,,,,,,,,,,,,,,,16.61mm
Nov-15-2016,2486.00,,,,,,,,,,,,,,,11.43mm
Nov-16-2016,2555.00,,,,,,,,,,,,,,,32.17mm
Nov-17-2016,2605.00,,,,,,,,,,,,,,,18.63mm
Nov-18-2016,2681.50,,,,,,,,,,,,,,,26.44mm
Nov-21-2016,2765.00,,,,,,,,,,,,,,,29.21mm
Nov-22-2016,2785.50,,,,,,,,,,,,,,,22.30mm
Nov-24-2016,2763.50,,,,,,,,,,,,,,,27.12mm
Nov-25-2016,2786.50,,,,,,,,,,,,,,,16.67mm
Nov-28-2016,2797.00,,,,,,,,,,,,,2797,,16.69mm
Nov-29-2016,2799.00,,,,,,,,,,,,,,,11.64mm
Nov-30-2016,2777.50,,,,,,,,,,,,,2777.5,,17.99mm
Dec-01-2016,2794.00,,,,,,,,,,,,,,,16.01mm
Dec-02-2016,2704.50,,,,,,,,,,,,,,,23.40mm
Dec-05-2016,2707.00,,,,,,,,,,,,,,,13.47mm
Dec-06-2016,2786.50,,,,,,,,,,,,,,,16.99mm
Dec-07-2016,2798.00,,,,,,,,,,,,,,,18.30mm
Dec-08-2016,2822.50,,,,,,,,,,,,,,,14.63mm
Dec-09-2016,2925.50,,,,,,,,,,,,,,,41.86mm
Dec-12-2016,2940.00,,,,,,,,,,,,,,,36.81mm
Dec-13-2016,2827.50,,,,,,,,,,,,,,,30.45mm
Dec-14-2016,2797.50,,,,,,,,,,,,,,,17.86mm
Dec-15-2016,2757.50,,,,,,,,,,,,,,,30.91mm
Dec-16-2016,2640.50,,,,,,,,,,,,,,,53.56mm
Dec-19-2016,2454.00,,,,,,,,,,,,,,,56.30mm
Dec-20-2016,2481.50,,,,,,,,,,,,,,,40.58mm
Dec-21-2016,2453.00,,,,,,,,,,,,,,,22.15mm
Dec-22-2016,2359.50,,,,,,,,,,,,,,,33.61mm
Dec-26-2016,2455.50,,,,,,,,,,,,,,,23.64mm
Dec-27-2016,2455.50,,,,,,,,,,,,,,,23.16mm
Dec-28-2016,2434.50,,,,,,,,,,,,,,,13.12mm
Dec-29-2016,2440.50,,,,,,,,,,,,,,,10.95mm
Dec-30-2016,2454.00,,,,,,,,,,,,,,,12.00mm
Jan-04-2017,2448.00,,,,,,,,,,,,,,,14.38mm
Jan-05-2017,2408.50,,,,,,,,,,,,,,,25.46mm
Jan-06-2017,2405.00,,,,,,,,,,,,,,,14.44mm
Jan-10-2017,2437.00,,,,,,,,,,,,,,,17.26mm
Jan-11-2017,2514.50,,,,,,,,,,,,,,,32.24mm
Jan-12-2017,2520.00,,,,,,,,,,,,,,,25.82mm
Jan-13-2017,2375.00,,,,,,,,,,,,,,,75.89mm
Jan-16-2017,2320.00,,,,,,,,,,,,,,,36.76mm
Jan-17-2017,2358.50,,,,,,,,,,,,,,,32.12mm
Jan-18-2017,2346.50,,,,,,,,,,,,,,,28.30mm
Jan-19-2017,2380.00,,,,,,,,,,,,,,,36.08mm
Jan-20-2017,2363.00,,,,,,,,,,,,,,,20.92mm
Jan-23-2017,2351.00,,,,,,,,,,,,,,,12.08mm
Jan-24-2017,2326.50,,,,,,,,,,,,,,,11.07mm
Jan-25-2017,2359.50,,,,,,,,,,,,,,,11.93mm
Jan-26-2017,2357.00,,,,,,,,,,,,,,,14.53mm
Jan-27-2017,2349.00,,,,,,,,,,,,,,,8.36mm
Jan-30-2017,2356.50,,,,,,,,,,,,,,,7.19mm
Jan-31-2017,2312.00,,,,2312,,,,,,,,,2312,,13.50mm
Feb-01-2017,2262.50,,,,,,,,,,,,,2262.5,,30.83mm
Feb-02-2017,2252.00,,,,,,,,,,,,,,,16.25mm
Feb-03-2017,2394.50,,,,,,,,,,,,,,,36.98mm
Feb-06-2017,2373.50,,,,,,,,,,,,,,,15.93mm
Feb-07-2017,2323.00,,,,,,,,,,,,,,,12.10mm
Feb-08-2017,2326.00,,,,,,,,,,,,,,,14.05mm
Feb-09-2017,2340.50,,,,,,,,,,,,,,,16.05mm
Feb-10-2017,2364.50,,,,,,,,,,,,,,,13.19mm
Feb-13-2017,2365.50,,,,,,,,,,,,,,,8.29mm
Feb-14-2017,2326.00,,,,,,,,,,,,,,,10.10mm
Feb-15-2017,2269.00,,,,,,,,,,,,,,,17.22mm
Feb-16-2017,2312.00,,,,,,,,,,,,,,,13.05mm
Feb-17-2017,2335.50,,,,,,,,,,,,,,,13.81mm
Feb-20-2017,2309.50,,,,,,,,,,,,,,,8.08mm
Feb-21-2017,2313.50,,,,,,,,,,,,,,,6.27mm
Feb-22-2017,2331.00,,,,,,,,,,,,,,,8.68mm
Feb-23-2017,2320.50,,,,,,,,,,,,,,,6.85mm
Feb-24-2017,2371.50,,,,,,,,,,,,,,,17.91mm
Feb-27-2017,2368.00,,,,,,,,,,,,,2368,,10.13mm
Feb-28-2017,2350.00,,,,,,,,,,,,,,,10.90mm
Mar-01-2017,2328.50,,,,,,,,,,,,,,,12.11mm
Mar-02-2017,2287.50,,,,,,,,,,,,,,,20.38mm
Mar-03-2017,2371.00,,,,,,,,,,,,,,,48.34mm
Mar-06-2017,2424.00,,,,,,,,,,,,,,,34.60mm
Mar-07-2017,2469.00,,,,,,,,,,,,,,,35.31mm
Mar-08-2017,2482.50,,,,,,,,,,,,,,,38.08mm
Mar-09-2017,2466.00,,,,,,,,,,,,,,,21.39mm
Mar-10-2017,2473.50,,,,,,,,,,,,,,,22.28mm
Mar-13-2017,2500.00,,,,,,,,,,,,,,,14.23mm
Mar-14-2017,2489.00,,,,,,,,,,,,,,,10.59mm
Mar-15-2017,2498.50,,,,,,,,,,,,,,,11.18mm
Mar-16-2017,2515.50,,,,,,,,,,,,,,,12.48mm
Mar-17-2017,2558.00,,,,,,,,,,,,,,,25.69mm
Mar-21-2017,2626.50,,,,,,,,,,,,,,,42.11mm
Mar-22-2017,2740.50,,,,,,,,,,,,,,,61.44mm
Mar-23-2017,2683.00,,,,,,,,,,,,,,,61.25mm
Mar-24-2017,2686.00,,,,,,,,,,,,,,,24.35mm
Mar-27-2017,2688.50,,,,,,,,,,,,,,,17.50mm
Mar-28-2017,2663.50,,,,,,,,,,,,,,,21.55mm
Mar-29-2017,2667.00,,,,,,,,,,2667,,,,,17.00mm
Mar-30-2017,2599.50,,,,,,,,,,,,,,,18.92mm
Mar-31-2017,2583.50,,,,,,,,,,,,,,,21.81mm
Apr-03-2017,2675.50,,,,,,,,,,,,,,,19.92mm
Apr-04-2017,2605.50,,,,,,,,,,,,,,,24.92mm
Apr-05-2017,2609.00,,,,,,,,,,,,,,,19.71mm
Apr-06-2017,2637.00,,,,,,,,,,,,,,,22.02mm
Apr-07-2017,2576.50,,,,,,,,,,,,,,,28.06mm
Apr-10-2017,2577.50,,,,,,,,,,,,,,,16.03mm
Apr-11-2017,2571.50,,,,,,,,,,,,,,,11.69mm
Apr-12-2017,2561.00,,,,,,,,,,,,,,,12.97mm
Apr-13-2017,2524.00,,,,,,,,,,,,,,,13.82mm
Apr-14-2017,2576.00,,,,,,,,,,,,,,,25.09mm
Apr-17-2017,2650.50,,,,,,,,,,,,,,,22.67mm
Apr-18-2017,2671.50,,,,,,,,,,,,,,,21.60mm
Apr-19-2017,2716.00,,,,,,,,,,,,,,,30.07mm
Apr-20-2017,2681.50,,,,,,,,,,,,,,,26.20mm
Apr-21-2017,2700.50,,,,,,,,,,,,,,,20.16mm
Apr-24-2017,2737.00,,,,,,,,,,,,,,,19.84mm
Apr-25-2017,2796.00,,,,,,,,,,,,,,,29.72mm
Apr-26-2017,2762.00,,,,,,,,,,,,,,,20.08mm
Apr-27-2017,2746.50,,,,,,,,,,,,,2746.5,,19.27mm
Apr-28-2017,2804.50,,,,,,,,,,,,,2804.5,,56.41mm
May-01-2017,2831.50,,,,,,,,,,,,,,,22.20mm
May-02-2017,2835.50,,,,,,,,,,,,,,,14.69mm
May-08-2017,2881.00,,,,,,,,,,,,,,,34.47mm
May-09-2017,2873.50,,,,,,,,,,,,,,,14.17mm
May-10-2017,2950.00,,,,,,,,,,,,,,,26.14mm
May-11-2017,2954.50,,,,,,,,,,,,,,,18.80mm
May-12-2017,2948.00,,,,,,,,,,,,,,,13.75mm
May-15-2017,2973.50,,,,,,,,,,,,,,,27.15mm
May-16-2017,2999.00,,,,,,,,,,,,,,,26.01mm
May-17-2017,3049.00,,,,,,,,,,,,,,,26.32mm
May-18-2017,3043.00,,,,,,,,,,,,,,,20.95mm
May-19-2017,3030.00,,,,,,,,,,,,,,,14.72mm
May-22-2017,3049.00,,,,,,,,,,,,,,,11.27mm
May-23-2017,3088.00,,,,,,,,,,,,,,,17.43mm
May-24-2017,3188.00,,,,,,,,,,,,,,,30.80mm
May-25-2017,3177.00,,,,,,,,,,,,,,,27.04mm
May-26-2017,3351.00,,,,,,,,,,,,,,,53.09mm
May-29-2017,3395.00,,,,,,,,,,,,,,,61.96mm
May-30-2017,3401.00,,,,,,,,,,,,,,,32.06mm
May-31-2017,3365.00,,,,,,,,,,,,,,,29.26mm
Jun-01-2017,3316.00,,,,,,,,,,,,,,,22.61mm
Jun-02-2017,3354.00,,,,,,,,,,,,,,,36.55mm
Jun-05-2017,3457.00,,,,,,,,,,,,,,,32.66mm
Jun-06-2017,3463.00,,,,,,,,,,,,,,,44.38mm
Jun-07-2017,3425.00,,,,,,,,,,,,,,,30.28mm
Jun-08-2017,3398.00,,,,,,,,,,,,,,,26.30mm
Jun-09-2017,3482.00,,,,,,,,,,,,,,,31.73mm
Jun-12-2017,3402.00,,,,,,,,,,,,,,,33.63mm
Jun-13-2017,3416.00,,,,,,,,,,,,,,,21.23mm
Jun-14-2017,3476.00,,,,,,,,,,,,,,,31.22mm
Jun-15-2017,3625.00,,,,,,,,,,,,,,,49.19mm
Jun-16-2017,3604.00,,,,,,,,,,,,,,,44.38mm
Jun-19-2017,3696.00,,,,,,,,,,,,,,,32.39mm
Jun-20-2017,3745.00,,,,,,,,,,,,,,,28.88mm
Jun-21-2017,3720.00,,,,,,,,,,,,,,,29.15mm
Jun-22-2017,3740.00,,,,,,,,,,,,,,,22.69mm
Jun-23-2017,3844.00,,,,,,,,,,,,,,,42.88mm
Jun-26-2017,3928.00,,,,,,,,,,,,,,,36.28mm
Jun-27-2017,3932.00,,,,,,,,,,,,,,,35.92mm
Jun-28-2017,3787.00,,,,,,,,,,,,,,,40.56mm
Jun-29-2017,3878.00,,,,,,,,,,,,,3878,,41.31mm
Jun-30-2017,3768.00,,,,,,,,,,,,,,,34.05mm
Jul-03-2017,3692.00,,,,,,,,,,,,,,,28.46mm
Jul-04-2017,3509.00,,,,,,,,,,,,,,,62.85mm
Jul-05-2017,3542.00,,,,,,,,,,,,,,,66.58mm
Jul-06-2017,3495.00,,,,,,,,,,,,,,,35.59mm
Jul-07-2017,3516.00,,,,,,,,,,,,,,,31.37mm
Jul-10-2017,3647.00,,,,,,,,,,,,,,,39.04mm
Jul-11-2017,3606.00,,,,,,,,,,,,,,,35.09mm
Jul-12-2017,3602.00,,,,,,,,,,,,,,,23.93mm
Jul-13-2017,3615.00,,,,,,,,,,,,,,,23.03mm
Jul-14-2017,3588.00,,,,,,,,,,,,,,,17.06mm
Jul-18-2017,3650.00,,,,,,,,,,,,,,,27.11mm
Jul-19-2017,3764.00,,,,,,,,,,,,,,,33.78mm
Jul-20-2017,3732.00,,,,,,,,,,,,,,,26.69mm
Jul-21-2017,3722.00,,,,,,,,,,,,,,,19.58mm
Jul-24-2017,3624.00,,,,,,,,,,,,,,,21.53mm
Jul-25-2017,3530.00,,,,,,,,,,,,,,,33.31mm
Jul-26-2017,3577.00,,,,,,,,,,,,,3577,,32.88mm
Jul-27-2017,3849.00,,,,,,,,,,,,,,,80.43mm
Jul-28-2017,3746.00,,,,,,,,,,,,,,,38.50mm
Jul-31-2017,3748.00,,,,,,,,,,,,,,,25.21mm
Aug-01-2017,3710.00,,,,,,,,,,,,,,,23.46mm
Aug-02-2017,3789.00,,,,,,,,,,,,,,,32.97mm
Aug-03-2017,3737.00,,,,,,,,,,,,,,,23.44mm
Aug-04-2017,3760.00,,,,,,,,,,,,,,,23.39mm
Aug-07-2017,3816.00,,,,,,,,,,,,,,,26.48mm
Aug-08-2017,3819.00,,,,,,,,,,,,,,,21.84mm
Aug-09-2017,3749.00,,,,,,,,,,,,,,,22.60mm
Aug-10-2017,3672.00,,,,,,,,,,,,,,,23.47mm
Aug-14-2017,3601.00,,,,,,,,,,,,,,,22.30mm
Aug-15-2017,3664.00,,,,,,,,,,,,,,,21.77mm
Aug-16-2017,3668.00,,,,,,,,,,,,,,,14.33mm
Aug-17-2017,3668.00,,,,,,,,,,,,,,,15.28mm
Aug-18-2017,3610.00,,,,,,,,,,,,,,,20.84mm
Aug-21-2017,3574.00,,,,,,,,,,,,,,,15.89mm
Aug-22-2017,3608.00,,,,,,,,,,,,,,,18.10mm
Aug-23-2017,3598.00,,,,,,,,,,,,,,,14.78mm
Aug-24-2017,3592.00,,,,,,,,,,,,,,,12.78mm
Aug-25-2017,3604.00,,,,,,,,,,,,,,,13.68mm
Aug-28-2017,3684.00,,,,,,,,,,,,,,,19.64mm
Aug-29-2017,3650.00,,,,,,,,,,,,,,,17.66mm
Aug-30-2017,3645.00,,,,,,,,,,,,,,,13.51mm
Aug-31-2017,3664.00,,,,,,,,,,,,,,,12.52mm
Sep-01-2017,3680.00,,,,,,,,,,,,,,,16.85mm
Sep-04-2017,3678.00,,,,,,,,,,,,,,,12.55mm
Sep-05-2017,3590.00,,,,,,,,,,,,,,,21.90mm
Sep-06-2017,3576.00,,,,,,,,,,,,,,,19.15mm
Sep-07-2017,3542.00,,,,,,,,,,,,,,,15.81mm
Sep-08-2017,3600.00,,,,,,,,,,,,,,,21.22mm
Sep-11-2017,3668.00,,,,,,,,,,,,,,,15.66mm
Sep-12-2017,3788.00,,,,,,,,,,,,,,,26.66mm
Sep-13-2017,3777.00,,,,,,,,,,,,,,,15.36mm
Sep-14-2017,3767.00,,,,,,,,,,,,,,,20.09mm
Sep-15-2017,3825.00,,,,,,,,,,,,,,,22.35mm
Sep-19-2017,4095.00,,,,,,,,,,,,,,,65.00mm
Sep-20-2017,4289.00,,,,,,,,,,,,,,,70.82mm
Sep-21-2017,4175.00,,,,,,,,,,,,,,,42.02mm
Sep-22-2017,4113.00,,,,,,,,,,,,,,,38.37mm
Sep-25-2017,4120.00,,,,,,,,,,,,,,,21.46mm
Sep-26-2017,4042.00,,,,,,,,,,,,,,,30.17mm
Sep-27-2017,4085.00,,,,,,,,,,4085,,,,,24.84mm
Sep-28-2017,4157.00,,,,,,,,,,,,,,,28.12mm
Sep-29-2017,4156.00,,,,,,,,,,,,,,,16.08mm
Oct-02-2017,4172.00,,,,,,,,,,,,,,,16.76mm
Oct-03-2017,4176.00,,,,,,,,,,,,,,,16.79mm
Oct-04-2017,4202.00,,,,,,,,,,,,,,,18.94mm
Oct-05-2017,4254.00,,,,,,,,,,,,,,,20.11mm
Oct-06-2017,4367.00,,,,,,,,,,,,,,,33.70mm
Oct-10-2017,4339.00,,,,,,,,,,,,,,,27.00mm
Oct-11-2017,4403.00,,,,,,,,,,,,,,,20.55mm
Oct-12-2017,4370.00,,,,,,,,,,,,,,,22.85mm
Oct-13-2017,4415.00,,,,,,,,,,,,,,,22.79mm
Oct-16-2017,4431.00,,,,,,,,,,,,,,,21.47mm
Oct-17-2017,4370.00,,,,,,,,,,,,,,,22.47mm
Oct-18-2017,4292.00,,,,,,,,,,,,,,,21.39mm
Oct-19-2017,4353.00,,,,,,,,,,,,,,,23.69mm
Oct-20-2017,4362.00,,,,,,,,,,,,,,,15.72mm
Oct-23-2017,4371.00,,,,,,,,,,,,,,,14.35mm
Oct-24-2017,4410.00,,,,,,,,,,,,,,,17.50mm
Oct-25-2017,4414.00,,,,,,,,,,,,,,,47.90mm
Oct-26-2017,4241.00,,,,,,,,,,,,,,,41.95mm
Oct-27-2017,4298.00,,,,,,,,,,,,,,,23.41mm
Oct-30-2017,4287.00,,,,,,,,,,,,,4287,,23.17mm
Oct-31-2017,4380.00,,,,,,,,,,,,,4380,,82.71mm
Nov-01-2017,4338.00,,,,,,,,,,,,,,,30.86mm
Nov-02-2017,4295.00,,,,,,,,,,,,,,,27.89mm
Nov-06-2017,4252.00,,,,,,,,,,,,,,,20.80mm
Nov-07-2017,4281.00,,,,,,,,,,,,,,,21.28mm
Nov-08-2017,4345.00,,,,,,,,,,,,,,,23.38mm
Nov-09-2017,4307.00,,,,,,,,,,,,,,,28.15mm
Nov-10-2017,4330.00,,,,,,,,,,,,,,,25.62mm
Nov-13-2017,4405.00,,,,,,,,,,,,,,,29.23mm
Nov-14-2017,4478.00,,,,,,,,,,,,,,,27.04mm
Nov-15-2017,4309.00,,,,,,,,,,,,,,,45.69mm
Nov-16-2017,4479.00,,,,,,,,,,,,,,,39.67mm
Nov-17-2017,4483.00,,,,,,,,,,,,,,,39.46mm
Nov-20-2017,4477.00,,,,,,,,,,,,,,,19.28mm
Nov-21-2017,4450.00,,,,,,,,,,,,,,,21.44mm
Nov-22-2017,4501.00,,,,,,,,,,,,,,,23.21mm
Nov-24-2017,4661.00,,,,,,,,,,,,,,,46.02mm
Nov-27-2017,4772.00,,,,,,,,,,,,,4772,,42.69mm
Nov-28-2017,4708.00,,,,,,,,,,,,,,,25.72mm
Nov-29-2017,4623.00,,,,,,,,,,,,,,,27.81mm
Nov-30-2017,4520.00,,,,,,,,,,,,,,,35.88mm
Dec-01-2017,4529.00,,,,,,,,,,,,,,,23.01mm
Dec-04-2017,4444.00,,,,,,,,,,,,,,,21.86mm
Dec-05-2017,4302.00,,,,,,,,,,,,,,,28.74mm
Dec-06-2017,4316.00,,,,,,,,,,,,,,,27.59mm
Dec-07-2017,4448.00,,,,,,,,,,,,,,,24.85mm
Dec-08-2017,4371.00,,,,,,,,,,,,,,,24.71mm
Dec-11-2017,4438.00,,,,,,,,,,,,,,,18.22mm
Dec-12-2017,4390.00,,,,,,,,,,,,,,,15.37mm
Dec-13-2017,4393.00,,,,,,,,,,,,,,,20.46mm
